ndf-rt code 	 drugbank_ids with | as seperator  	 name
C37274	DB00122	CHOLINE SALICYLATE 870MG/5ML LIQUID,ORAL [VA Product]
C35862	DB00639	BUTOCONAZOLE NITRATE 2% CREAM,VAG,5GM [VA Product]
C35860	DB00639	BUTOCONAZOLE NITRATE 2% CREAM,VAG [VA Product]
C42806	DB08818	HYALURONATE NA 16MG/ML INJ,OPH,SYRINGE,0.5ML [VA Product]
C36072	DB06724	CALCIUM CARBONATE 500MG GUM,CHEWABLE [VA Product]
C36076	DB06724	CALCIUM CARBONATE 500MG TAB,CHEWABLE [VA Product]
C36070	DB06724	CALCIUM CARBONATE 500MG CAP [VA Product]
C43770	DB00046	INSULIN,LISPRO,HUMAN 100 UNT/ML INJ,HUMALOG [VA Product]
C48024	DB00497	OXYCODONE HCL 20MG TAB,SA [VA Product]
C48026	DB00497	OXYCODONE HCL 20MG TAB,SA,UD [VA Product]
C33428	DB00479	AMIKACIN SO4 5MG/ML/NACL 0.9% INJ,BAG,100ML [VA Product]
C36060	DB06724	CALCIUM CARBONATE 400MG/5ML LIQUID [VA Product]
C50.68^21782^	DB00877	SIROLIMUS 0.5MG TAB,UD [VA Product]
C50.68^21781^	DB00877	SIROLIMUS 0.5MG TAB [VA Product]
C50.68^24626^	DB01183	NALOXONE 0.4MG/0.4ML AUTOINJECTOR,KIT [VA Product]
C53494	DB00163	VITAMIN E 4000UNT CAP [VA Product]
C53492	DB00163	VITAMIN E 400 UNT TAB [VA Product]
C53486	DB00163	VITAMIN E 28000UNT OIL,TOP [VA Product]
C41842	DB00798	GENTAMICIN SO4 1.2MG/ML INJ [VA Product]
C41868	DB00798	GENTAMICIN SO4 60MG/VIL INJ [VA Product]
C53480	DB00163	VITAMIN E 14% CREAM,TOP [VA Product]
C36584	DB01326	CEFAMANDOLE NAFATE 1GM/BAG INJ [VA Product]
C36586	DB01326	CEFAMANDOLE NAFATE 1GM/VIL INJ [VA Product]
C36590	DB01326	CEFAMANDOLE NAFATE 2GM/VIL INJ [VA Product]
C273692	DB01326	CEFAMANDOLE NAFATE 10GM/VIL INJ [VA Product]
C36588	DB01326	CEFAMANDOLE NAFATE 2GM/BAG INJ [VA Product]
C36612	DB00535	CEFDINIR 125MG/5ML SUSP,ORAL [VA Product]
C36630	DB00671	CEFIXIME 100MG/5ML SUSP,ORAL [VA Product]
C50634	DB00971	SELENIUM SULFIDE 1% SHAMPOO [VA Product]
C50632	DB00971	SELENIUM SULFIDE 1% LOTION [VA Product]
C50.68^23167^	DB01378	MAGNESIUM 64MG TAB,EC [VA Product]
C45242	DB09407	MAGNESIUM CHLORIDE 535MG TAB,SA [VA Product]
C45230	DB01378	MAGNESIUM 64MG TAB,SA [VA Product]
C38696	DB00967	DESLORATADINE 5MG TAB,UD [VA Product]
C38694	DB00967	DESLORATADINE 5MG TAB [VA Product]
C50.68.17879	DB09318	ESTROGENS,CONJUGATED SYNTHETIC B 0.45MG TAB [VA Product]
C50.68.17881	DB09318	ESTROGENS,CONJUGATED SYNTHETIC B 0.625MG TAB [VA Product]
C50.68^21998^	DB01364	EPHEDRINE SO4 5MG/ML/NACL 0.9% INJ,SYR,10ML [VA Product]
C41800	DB00056	GEMTUZUMAB OZOGAMICIN 5MG/VIL INJ [VA Product]
C50.68^23425^	DB00254	DOXYCYCLINE MONOHYDRATE 100MG TAB [VA Product]
C50.68.17878	DB09318	ESTROGENS,CONJUGATED SYNTHETIC B 1.25MG TAB [VA Product]
C40192	DB00467	ENOXACIN 400MG TAB [VA Product]
C38802	DB01234	DEXAMETHASONE NA PHOSPHATE 20MG/ML INJ,SOLN [VA Product]
C36986	DB01563	CHLORAL HYDRATE 325MG SUPP,RTL [VA Product]
C36988	DB01563	CHLORAL HYDRATE 500MG CAP [VA Product]
C36858	DB01333	CEPHRADINE 500MG CAP [VA Product]
C36844	DB00567	CEPHALEXIN HCL MONOHYDRATE 500MG TAB [VA Product]
C36840	DB00567	CEPHALEXIN 500MG TAB [VA Product]
C43674	DB00030	INSULIN LENTE HUMAN 100 U/ML IJ HUMULN L [VA Product]
C36698	DB01150	CEFPROZIL 250MG TAB [VA Product]
C36702	DB01150	CEFPROZIL 500MG TAB [VA Product]
C36632	DB00671	CEFIXIME 200MG TAB [VA Product]
C43554	DB00619	IMATINIB MESYLATE 400MG TAB [VA Product]
C44394	DB00465	KETOROLAC TROMETHAMINE 15MG/ML INJ,TUBEX,BLUNT POINT,1ML [VA Product]
C44392	DB00465	KETOROLAC TROMETHAMINE 15MG/ML INJ,TUBEX,1ML [VA Product]
C52682	DB00620	TRIAMCINOLONE DIACETATE 10MG/ML INJ,SUSP [VA Product]
C44402	DB00465	KETOROLAC TROMETHAMINE 30MG/ML INJ,TUBEX,1ML [VA Product]
C44398	DB00465	KETOROLAC TROMETHAMINE 30MG/ML INJ,SYRINGE,1ML [VA Product]
C44406	DB00465	KETOROLAC TROMETHAMINE 30MG/ML INJ,TUBEX,BLUNT POINT,1ML [VA Product]
C44404	DB00465	KETOROLAC TROMETHAMINE 30MG/ML INJ,TUBEX,2ML [VA Product]
C44400	DB00465	KETOROLAC TROMETHAMINE 30MG/ML INJ,SYRINGE,2ML [VA Product]
C50.68.18223	DB00514	DEXTROMETHORPHAN HBR 5MG/5ML LIQUID [VA Product]
C50.68^23947^	DB00514	DEXTROMETHORPHAN HBR 5MG/5ML SYRUP [VA Product]
C39918	DB01135	DOXACURIUM CL 1MG/ML INJ,SOLN [VA Product]
C274572	DB01064	ISOPROTERENOL HCL 1% SOLN,INHL [VA Product]
C274793	DB00509	DEXTROTHYROXINE NA 1MG TAB [VA Product]
C274797	DB00509	DEXTROTHYROXINE NA 4MG TAB [VA Product]
C273625	DB00416	METOCURINE IODIDE 2MG/ML INJ [VA Product]
C33976	DB11157	ANTHRALIN 1% OINT,TOP [VA Product]
C4969183137521	DB09096	BENZOYL PEROXIDE 8% WASH,TOP [VA Product]
C48716	DB00388	PHENYLEPHRINE HCL 0.25% SUPP,RTL [VA Product]
C52636	DB00620	TRIAMCINOLONE 8MG TAB [VA Product]
C52634	DB00620	TRIAMCINOLONE 4MG TAB [VA Product]
C48542	DB01438	PHENAZOPYRIDINE HCL 200MG TAB,SA [VA Product]
C52610	DB00755	TRETINOIN 0.1% CREAM,TOP [VA Product]
C52786	DB00440	TRIMETHOPRIM 100MG TAB [VA Product]
C274098	DB00575	CLONIDINE HCL 0.3MG CAP [VA Product]
C34228	DB00125	ARGININE HCL 10GM/100ML INJ [VA Product]
C34230	DB00125	ARGININE HCL 30GM/300ML INJ [VA Product]
C52274	DB09100	THYROID 325MG TAB [VA Product]
C52254	DB09100	THYROID 16MG TAB [VA Product]
C52264	DB09100	THYROID 240MG TAB [VA Product]
C52266	DB09100	THYROID 260MG TAB [VA Product]
C52270	DB09100	THYROID 30MG TAB [VA Product]
C35834	DB00237	BUTABARBITAL NA 100MG CAP [VA Product]
C52248	DB09100	THYROID 130MG TAB,EC [VA Product]
C276290	DB00030	INSULIN NPH HUMAN 100 U/ML INJ PEN 3ML [VA Product]
C273748	DB00030	INSULIN,ULTRALENTE,HUMAN 100UNT/ML INJ [VA Product]
C45324	DB06757	MANGANESE CHLORIDE 0.1MG/ML INJ [VA Product]
C45326	DB06757	MANGANESE SO4 0.1MG/ML INJ [VA Product]
C43762	DB00030	INSULIN,LENTE,HUMAN 100UNT/ML INJ [VA Product]
C50.68^26133^	DB00668	EPINEPHRINE (EPISNAP) 1MG/ML KIT [VA Product]
C44764	DB00451	LEVOTHYROXINE NA 0.2MG TAB [VA Product]
C276305	DB00439	CERIVASTATIN NA 0.4MG TAB [VA Product]
C50.68^22228^	DB00394	BECLOMETHASONE DIPROPIONATE 80MCG/ACTUAT (HFA) INHL,ORAL,8.7GM [VA Product]
C50.68^24578^	DB00624	TESTOSTERONE UNDECANOATE 250MG/ML INJ,SOLN,3ML [VA Product]
C46594	DB00295	MORPHINE SO4 3MG/ML INJ [VA Product]
C43916	DB05382	IODIPAMIDE MEGLUMINE 52% INJ [VA Product]
C40736	DB00655	ESTRONE 2MG/ML INJ,SUSP [VA Product]
C50.68^24138^	DB01075	DIPHENHYDRAMINE HCL 25MG TAB,ORALLY DISINTEGRATING [VA Product]
C53204	DB00541	VINCRISTINE SO4 1MG/ML INJ [VA Product]
C39854	DB11089	DOCUSATE NA 50MG CAP [VA Product]
C50.68.19308	DB00052	SOMATROPIN (GENOTROPIN) 1MG/VIL INJ,MINIQUICK [VA Product]
C53202	DB00541	VINCRISTINE SO4 1MG/ML (PF) INJ [VA Product]
C50.68.19067	DB13620	POTASSIUM GLUCONATE 550MG TAB [VA Product]
C34640	DB00972	AZELASTINE HCL 0.05% SOLN,OPH [VA Product]
C50.68.17699	DB00289	ATOMOXETINE 100MG CAP [VA Product]
C23425674341291	DB01001	ALBUTEROL SO4 0.021% INHL,3ML [VA Product]
C4969998823034	DB01001	ALBUTEROL SO4 0.042% INHL,3ML [VA Product]
C45410	DB00737	MECLIZINE HCL 25MG TAB,CHEWABLE [VA Product]
C52346	DB00373	TIMOLOL MALEATE 20MG TAB [VA Product]
C42492	DB03404	HEMIN 313MG/VIL INJ [VA Product]
C45352	DB00934	MAPROTILINE HCL 25MG TAB [VA Product]
C274450	DB00277	THEOPHYLLINE 250MG TAB,SA (RESPBID) [VA Product]
C23425951244362	DB06815	PYRITHIONE ZINC 0.25% CREAM,TOP [VA Product]
C46924	DB00607	NAFCILLIN NA 180MG/VIL INJ [VA Product]
C50.68^26246^	DB00627	NIACIN (EQV-NIASPAN) 750MG TAB,SA [VA Product]
C50.68^26247^	DB00627	NIACIN (EQV-NIASPAN) 500MG TAB,SA [VA Product]
C50.68^25828^	DB00046	INSULIN,LISPRO,HUMAN 200 UNT/ML INJ,KWIKPEN,3ML [VA Product]
C47174	DB00627	NIACIN (NIASPAN-KOS) 750MG TAB,SA [VA Product]
C50.68.18377	DB00627	NIACIN (NIASPAN) 750MG TAB,SA [VA Product]
C32192	DB00316	ACETAMINOPHEN 650MG TAB,SA [VA Product]
C275121	DB01170	GUANETHIDINE MONOSULFATE 10MG TAB [VA Product]
C50.68^23882^	DB00203	SILDENAFIL CITRATE 10MG/12.5ML SOLN,INJ [VA Product]
C38608	DB00694	DAUNORUBICIN HCL 20MG/VIL INJ [VA Product]
C37022	DB00878	CHLORHEXIDINE GLUCONATE 0.5% LIQUID,TOP [VA Product]
C273602	DB00417	PENICILLIN V K 125MG TAB [VA Product]
C50.68^26663^	DB00653	MAGNESIUM SO4 2GM/100ML INJ,BAG [VA Product]
C50.68^26661^	DB00653	MAGNESIUM SO4 1GM/50ML INJ,BAG [VA Product]
C42060	DB01016	GLYBURIDE 6MG TAB [VA Product]
C275219	DB01437	GLUTETHIMIDE 500MG TAB [VA Product]
C275221	DB01437	GLUTETHIMIDE 250MG TAB [VA Product]
C275222	DB01437	GLUTETHIMIDE 500MG CAP [VA Product]
C42050	DB01016	GLYBURIDE 3MG TAB [VA Product]
C42056	DB01016	GLYBURIDE 5MG TAB,UD [VA Product]
C42054	DB01016	GLYBURIDE 5MG TAB [VA Product]
C42044	DB01016	GLYBURIDE 2.5MG TAB [VA Product]
C42046	DB01016	GLYBURIDE 2.5MG TAB,UD [VA Product]
C39908	DB00988	DOPAMINE HCL 40MG/ML INJ [VA Product]
C47420	DB00727	NITROGLYCERIN 0.6MG TAB,SUBLINGUAL [VA Product]
C47380	DB00727	NITROGLYCERIN (ABLE) 0.6MG TAB,SUBLINGUAL [VA Product]
C50.68.20385	DB00727	NITROGLYCERIN (GLENMARK) 0.6MG TAB,SUBLINGUAL [VA Product]
C37326	DB01188	CICLOPIROX OLAMINE 0.77% GEL,TOP [VA Product]
C46072	DB00959	METHYLPREDNISOLONE ACETATE 20MG/ML INJ,SUSP [VA Product]
C47484	DB00585	NIZATIDINE 300MG CAP [VA Product]
C39822	DB01248	DOCETAXEL 80MG/VIL INJ [VA Product]
C50.68.17817	DB00163	NATURAL PROGESTERONE CREAM,TOP [VA Product]
C44090	DB09146	IRON SUCROSE 20MG/ML INJ [VA Product]
C47706	DB00334	OLANZAPINE 15MG TAB [VA Product]
C47708	DB00334	OLANZAPINE 15MG TAB,UD [VA Product]
C38430	DB00531	CYCLOPHOSPHAMIDE 1GM/VIL INJ [VA Product]
C47574	DB00540	NORTRIPTYLINE HCL 75MG CAP [VA Product]
C4969891706348	DB01039	FENOFIBRATE 48MG TAB [VA Product]
C276961	DB01039	FENOFIBRATE,MICRONIZED 48MG TAB [VA Product]
C276963	DB01039	FENOFIBRATE,MICRONIZED 145MG TAB [VA Product]
C4969896726818	DB01039	FENOFIBRATE 145MG TAB [VA Product]
C47692	DB01165	OFLOXACIN 200MG TAB [VA Product]
C48464	DB00790	PERINDOPRIL ERBUMINE 8MG TAB [VA Product]
C32248	DB03166	ACETIC ACID LIQUID [VA Product]
C50.68^21419^	DB00334	OLANZAPINE 300MG/KIT INJ,SUSP,SA [VA Product]
C50.68^21421^	DB00334	OLANZAPINE 210MG/KIT INJ,SUSP,SA [VA Product]
C51052	DB09325	SODIUM FLUORIDE 2.2MG SOLN [VA Product]
C51050	DB09325	SODIUM FLUORIDE 2.2MG LIQUID [VA Product]
C32532	DB01001	ALBUTEROL 90MCG/SPRAY INHL,ORAL,6.8GM [VA Product]
C38434	DB00531	CYCLOPHOSPHAMIDE 200MG/VIL INJ [VA Product]
C273521	DB00908	QUINIDINE SO4 200MG CAP [VA Product]
C40450	DB00199	ERYTHROMYCIN 0.5% OINT,OPH [VA Product]
C40452	DB00199	ERYTHROMYCIN 0.5% OINT,OPH,PKG,1GM [VA Product]
C275111	DB01613	ERYTHRITYL TETRANITRATE 5MG TAB [VA Product]
C40382	DB00445	EPIRUBICIN HCL 2MG/ML INJ [VA Product]
C40438	DB01049	ERGOLOID MESYLATES 1MG/ML LIQUID [VA Product]
C274568	DB00153	ERGOCALCIFEROL 50000UNT TAB [VA Product]
C40422	DB00153	ERGOCALCIFEROL 500000UNT/ML INJ [VA Product]
C40416	DB00876	EPROSARTAN MESYLATE 600MG TAB [VA Product]
C275109	DB01613	ERYTHRITYL TETRANITRATE 10MG TAB,CHEWABLE [VA Product]
C275112	DB01613	ERYTHRITYL TETRANITRATE 10MG TAB [VA Product]
C50.68^25296^	DB09321	ZINC OXIDE 10% OINT,TOP [VA Product]
C50.68.18667	DB00052	SOMATROPIN (SAIZEN) 8.8MG/VIL INJ,CLICKEASY [VA Product]
C47698	DB01165	OFLOXACIN 4MG/ML INJ [VA Product]
C275928	DB01165	OFLOXACIN 4MG/ML/D5W INJ,BAG,50ML [VA Product]
C37012	DB00475	CHLORDIAZEPOXIDE HCL 10MG CAP,UD [VA Product]
C37010	DB00475	CHLORDIAZEPOXIDE HCL 10MG CAP [VA Product]
C48478	DB04930	PERMETHRIN 1% LIQUID,TOP [VA Product]
C50.68^22118^	DB00813	FENTANYL 600MCG TAB,UD,SUBLINGUAL [VA Product]
C50.68^22117^	DB00813	FENTANYL 800MCG TAB,UD,SUBLINGUAL [VA Product]
C42702	DB06723	HEPATITIS B VACCINE (RECOMBINANT) 10MCG/0.5ML INJ [VA Product]
C46952	DB00844	NALBUPHINE HCL 10MG/ML INJ [VA Product]
C42694	DB05276	HEPATITIS B IMMUNE GLOBULIN (NABI-HB) INJ,VIL,1ML [VA Product]
C42708	DB11627	HEPATITIS B VACCINE (RECOMBINANT) 10MCG/ML INJ,SUSP [VA Product]
C32656	DB00630	ALENDRONATE 10MG TAB [VA Product]
C50.68.19327	DB00950	FEXOFENADINE HCL 6MG/ML SUSP,ORAL [VA Product]
C50.68^22995^	DB11300	THROMBIN HEMOSTAT GELATIN FOAM #100 PAD,TOP [VA Product]
C41210	DB00950	FEXOFENADINE HCL 60MG CAP [VA Product]
C49476	DB00635	PREDNISONE 5MG TAB DOSEPAK,21 [VA Product]
C4968664888973	DB00635	PREDNISONE 10MG TAB DOSEPACK,48 [VA Product]
C50.68^22997^	DB11300	THROMBIN HEMOSTAT GELATIN FOAM #40 PAD,TOP [VA Product]
C46570	DB00295	MORPHINE SO4 20MG/5ML SOLN,ORAL [VA Product]
C36514	DB00520	CASPOFUNGIN ACETATE 50MG/VIL INJ [VA Product]
C43862	DB00060	INTERFERON BETA-1A 44MCG/0.5ML SYR INJ (REBIF) [VA Product]
C40308	DB01364	EPHEDRINE SO4 25MG CAP [VA Product]
C37826	DB11082	COAL TAR 7.5% EMULSION,TOP [VA Product]
C46250	DB00683	MIDAZOLAM HCL 2MG/ML SYRUP [VA Product]
C49520	DB00794	PRIMIDONE 50MG TAB [VA Product]
C274911	DB01599	PROBUCOL 250MG TAB [VA Product]
C41238	DB00099	FILGRASTIM 600MCG/ML (PF) INJ,SYRINGE,0.8ML [VA Product]
C49576	DB00721	PROCAINE HCL 10% INJ,AMP,2ML [VA Product]
C49574	DB00721	PROCAINE HCL 10% INJ [VA Product]
C41584	DB00492	FOSINOPRIL NA 10MG TAB,UD [VA Product]
C41582	DB00492	FOSINOPRIL NA 10MG TAB [VA Product]
C44084	DB01592	IRON CARBONYL 45MG TAB [VA Product]
C43080	DB00741	HYDROCORTISONE 0.5% AEROSOL,TOP [VA Product]
C52438	DB01036	TOLTERODINE TARTRATE 2MG CAP,SA [VA Product]
C52444	DB01036	TOLTERODINE TARTRATE 4MG CAP,SA [VA Product]
C276589	DB00008	PEGINTERFERON ALFA-2A 180MCG/0.5ML INJ,SYR,PKT,4 [VA Product]
C276519	DB00008	PEGINTERFERON ALFA-2A 180MCG/0.5ML INJ,SYR [VA Product]
C50.68^22499^	DB00295	MORPHINE SO4 LIPOSOME 10MG/ML INJ,SUSP,1ML [VA Product]
C50.68^22743^	DB00199	ERYTHROMYCIN BASE 500MG TAB,EC [VA Product]
C40490	DB00199	ERYTHROMYCIN 500MG TAB,SA [VA Product]
C50.68^22744^	DB00199	ERYTHROMYCIN BASE 500MG TAB,SA [VA Product]
C40488	DB00199	ERYTHROMYCIN 500MG TAB,EC [VA Product]
C50344	DB00296	ROPIVACAINE HCL 0.2% INJ,VIL,20ML [VA Product]
C50342	DB00296	ROPIVACAINE HCL 0.2% INJ,STERILE-PAK,20ML [VA Product]
C50336	DB00296	ROPIVACAINE HCL 0.2% INJ,AMP,20ML [VA Product]
C274986	DB01241	GEMFIBROZIL 300MG CAP [VA Product]
C50.68^26006^	DB00296	ROPIVACAINE HCL 0.2% INJ,VIL,10ML [VA Product]
C50334	DB00296	ROPIVACAINE HCL 0.2% INJ,AMP,10ML [VA Product]
C48534	DB01438	PHENAZOPYRIDINE HCL 100MG TAB,EC [VA Product]
C50.68^26599^	DB00563	METHOTREXATE 10MG/0.4ML AUTO INJECTOR [VA Product]
C48170	DB00085	PANCRELIPASE 425MG TAB [VA Product]
C48168	DB00085	PANCRELIPASE 400MG TAB [VA Product]
C38606	DB00694	DAUNORUBICIN CITRATE LIPOSOME 2MG/ML INJ [VA Product]
C50.68^27000^	DB00422	METHYLPHENIDATE HCL (EQV METADATE ER) 20MG TAB,SA [VA Product]
C46036	DB00422	METHYLPHENIDATE HCL 20MG TAB,SA [VA Product]
C50.68.18092	DB00422	METHYLPHENIDATE HCL (METADATE CD) 60MG CAP,SA [VA Product]
C48084	DB01192	OXYMORPHONE HCL 1.5MG/ML INJ [VA Product]
C40722	DB09381	ESTROGENS,ESTERIFIED 0.3MG TAB [VA Product]
C40692	DB00286	ESTROGENS,CONJUGATED 0.9MG TAB [VA Product]
C40674	DB00286	ESTROGENS,CONJUGATED 0.3MG TAB [VA Product]
C40702	DB00286	ESTROGENS,CONJUGATED 2.5MG TAB [VA Product]
C40694	DB00286	ESTROGENS,CONJUGATED 1.25MG TAB [VA Product]
C40698	DB00286	ESTROGENS,CONJUGATED 1.25MG TAB,UD [VA Product]
C42386	DB00596	HALOBETASOL PROPIONATE 0.05% OINT,TOP [VA Product]
C40732	DB09381	ESTROGENS,ESTERIFIED 2.5MG TAB [VA Product]
C40728	DB09381	ESTROGENS,ESTERIFIED 1.25MG TAB [VA Product]
C49278	DB06812	POVIDONE IODINE 0.75% SOLN,TOP [VA Product]
C50.68.20094	DB00285	VENLAFAXINE HCL 75MG 24HR TAB,SA [VA Product]
C50.68.20093	DB00285	VENLAFAXINE HCL 37.5MG 24HR TAB,SA [VA Product]
C39236	DB00271	DIATRIZOATE MEGLUMINE 30% SOLN,URH [VA Product]
C39234	DB00271	DIATRIZOATE MEGLUMINE 30% SOLN [VA Product]
C39232	DB00271	DIATRIZOATE MEGLUMINE 30% INJ [VA Product]
C39240	DB00271	DIATRIZOATE MEGLUMINE 30%/EDETATE DISODIUM 0.4MG INJ [VA Product]
C53346	DB00162	VITAMIN A PALMITATE 300000UNT EMULSION [VA Product]
C42498	DB09153	HEMOPHILUS B POLYSACCHARIDE VACCINE 150MCG/NACL 0.9% INJ [VA Product]
C50.68^25935^	DB00115	CYANOCOBALAMIN 2,500MCG TAB [VA Product]
C49296	DB06812	POVIDONE IODINE 10% OINT,TOP [VA Product]
C49294	DB06812	POVIDONE IODINE 10% OINT,0.9GM,UD [VA Product]
C49292	DB06812	POVIDONE IODINE 10% GEL,TOP [VA Product]
C49288	DB06812	POVIDONE IODINE 1% SPONGE STICK [VA Product]
C49306	DB06812	POVIDONE IODINE 10% VISCOUS GAUZE PAD,TOP [VA Product]
C49300	DB06812	POVIDONE IODINE 10% SOLN,TOP [VA Product]
C51538	DB09287	SUPPOSITORY BASE [VA Product]
C50.68^27257^	DB00427	TRIPROLIDINE HCL 0.313MG/ML DROPS,ORAL [VA Product]
C50.68^23640^	DB00873	LOTEPREDNOL ETABONATE 0.5% GEL,OPH [VA Product]
C50.68^23302^	DB00295	MORPHINE SO4 80MG CAP,SA [VA Product]
C50444	DB00936	SALICYLIC ACID 10% CREAM,TOP [VA Product]
C276882	DB09096	BENZOYL PEROXIDE 10% (WATER BASED) GEL,TOP [VA Product]
C35270	DB09096	BENZOYL PEROXIDE 10% GEL,TOP [VA Product]
C51214	DB00052	SOMATROPIN 2MG/VIL INJ,MINIQUICK [VA Product]
C53482	DB00163	VITAMIN E 14000UNT/15ML LIQUID,TOP [VA Product]
C33474	DB00123	AMINOSYN 10% INJ [VA Product]
C47904	DB00713	OXACILLIN NA 2GM/VIL INJ [VA Product]
C47896	DB00713	OXACILLIN NA 1GM/VIL INJ [VA Product]
C43710	DB00071	INSULIN NPH PURE PORK 100 U/ML INJ LILLY [VA Product]
C33334	DB11208	ALUMINUM CHLOROHYDREX AEROSOL,TOP [VA Product]
C33338	DB11081	ALUMINUM CL HEXAHYDRATE 20% SOLN,TOP [VA Product]
C50.68^21864^	DB11081	ALUMINUM CHLORIDE 20% SOLN,TOP [VA Product]
C43794	DB00030	INSULIN,REGULAR,HUMAN 100UNT/ML INJ [VA Product]
C273746	DB00030	INSULIN,REGULAR,HUMAN BUFFERED 100UNT/ML INJ [VA Product]
C43724	DB00030	INSULIN REG HUMAN 100 U/ML INJ VELOSULIN [VA Product]
C43716	DB00030	INSULIN REG HUMAN 100 U/ML INJ HUMULIN R [VA Product]
C43726	DB00030	INSULIN REG HUMULIN BUFFERED 100 U/ML INJ [VA Product]
C43728	DB00030	INSULIN REG HUMULIN-R 100 U/ML CARTRIDGE,1.5ML [VA Product]
C33360	DB13390	ALUMINUM HYDROXIDE 320MG/5ML SUSP (UNFLAVORED) [VA Product]
C33358	DB06723	ALUMINUM HYDROXIDE 320MG/5ML SUSP [VA Product]
C50.68.19463	DB13390	ALUMINUM HYDROXIDE 320MG/5ML SUSP,ORAL,30ML [VA Product]
C50462	DB00936	SALICYLIC ACID 2% LOTION [VA Product]
C43670	DB00030	INSULIN HUMULIN 70/30 (NPH/REG) INJ PEN,3ML [VA Product]
C50.68^26918^	DB00813	FENTANYL 5MCG/ML/NACL 0.9% INJ,BAG,250ML [VA Product]
C48652	DB00925	PHENOXYBENZAMINE HCL 10MG CAP [VA Product]
C275101	DB00091	CYCLOSPORINE MICROEMULSION 100MG CAP [VA Product]
C4970146047891	DB00091	CYCLOSPORINE MODIFIED 100MG CAP [VA Product]
C50.68.20018	DB01202	LEVETIRACETAM 500MG TAB,SA [VA Product]
C276609	DB00742	MANNITOL PWDR [VA Product]
C45036	DB01206	LOMUSTINE 10MG CAP [VA Product]
C45034	DB01206	LOMUSTINE 100MG CAP [VA Product]
C45004	DB01356	LITHIUM CARBONATE 450MG TAB,SA [VA Product]
C45006	DB01356	LITHIUM CARBONATE 600MG CAP [VA Product]
C45000	DB01356	LITHIUM CARBONATE 300MG TAB [VA Product]
C45002	DB01356	LITHIUM CARBONATE 300MG TAB,SA [VA Product]
C45066	DB00447	LORACARBEF 200MG CAP [VA Product]
C45070	DB00447	LORACARBEF 400MG CAP [VA Product]
C274624	DB00221	ISOETHARINE HCL 0.17% SOLN,INHL [VA Product]
C274608	DB00221	ISOETHARINE HCL 0.167% SOLN,INHL [VA Product]
C274620	DB00221	ISOETHARINE HCL 0.14% SOLN,INHL [VA Product]
C274614	DB00221	ISOETHARINE HCL 0.1% SOLN,INHL [VA Product]
C274606	DB00221	ISOETHARINE HCL 0.062% SOLN,INHL [VA Product]
C53788	DB00909	ZONISAMIDE 100MG CAP [VA Product]
C53790	DB00909	ZONISAMIDE 100MG CAP,UD [VA Product]
C44106	DB00221	ISOETHARINE HCL 1% SOLN,INHL [VA Product]
C274604	DB00221	ISOETHARINE HCL 0.25% SOLN,INHL [VA Product]
C53004	DB00013	UROKINASE 250000UNT/VIL INJ [VA Product]
C276216	DB00177	VALSARTAN 80MG CAP [VA Product]
C33430	DB00479	AMIKACIN SO4 62.5MG/ML INJ [VA Product]
